	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.9167	0.9091	0.9091	0.9091	0.9752	0.9777	0.9545	0.0909	0.0455	
SIMSBM_[3]	1	0.9167	0.9091	0.9091	0.9091	0.9752	0.9777	0.9545	0.0909	0.0455	
SIMSBM_[3]	2	0.8800	0.8182	0.8182	0.8182	0.9339	0.9430	0.9091	0.1818	0.0909	
SIMSBM_[3]	3	0.8800	0.8182	0.8182	0.8182	0.9339	0.9430	0.9091	0.1818	0.0909	
SIMSBM_[3]	4	0.8800	0.8182	0.8182	0.8182	0.9339	0.9430	0.9091	0.1818	0.0909	
SIMSBM_[3]	5	0.8800	0.8182	0.8182	0.8182	0.9339	0.9430	0.9091	0.1818	0.0909	
SIMSBM_[3]	6	0.8800	0.8182	0.8182	0.8182	0.9339	0.9430	0.9091	0.1818	0.0909	
SIMSBM_[3]	7	0.8800	0.8182	0.8182	0.8182	0.9339	0.9430	0.9091	0.1818	0.0909	
SIMSBM_[3]	8	0.8800	0.8182	0.8182	0.8182	0.9339	0.9430	0.9091	0.1818	0.0909	
SIMSBM_[3]	9	0.8800	0.8182	0.8182	0.8182	0.9339	0.9430	0.9091	0.1818	0.0909	
