	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[1]	0	0.7292	0.7021	0.7447	0.7021	0.8638	0.7194	0.8511	0.4468	0.1117	
SIMSBM_[1]	1	0.7292	0.7021	0.7447	0.7021	0.8626	0.7189	0.8511	0.4468	0.1117	
SIMSBM_[1]	2	0.7292	0.7021	0.7447	0.7021	0.8604	0.7178	0.8511	0.4468	0.1117	
SIMSBM_[1]	3	0.7292	0.7021	0.7447	0.7021	0.8627	0.7190	0.8511	0.4468	0.1117	
SIMSBM_[1]	4	0.7292	0.7021	0.7447	0.7021	0.8635	0.7193	0.8511	0.4468	0.1117	
SIMSBM_[1]	5	0.7292	0.7021	0.7447	0.7021	0.8627	0.7190	0.8511	0.4468	0.1117	
SIMSBM_[1]	6	0.7292	0.7021	0.7447	0.7021	0.8624	0.7189	0.8511	0.4468	0.1117	
SIMSBM_[1]	7	0.7292	0.7021	0.7447	0.7021	0.8637	0.7193	0.8511	0.4468	0.1117	
SIMSBM_[1]	8	0.7292	0.7021	0.7447	0.7021	0.8591	0.7174	0.8511	0.4468	0.1117	
SIMSBM_[1]	9	0.7292	0.7021	0.7447	0.7021	0.8624	0.7189	0.8511	0.4468	0.1117	
