	run	F1	Acc	P@1	Acc@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
SIMSBM_[3]	0	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	1	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	2	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	3	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	4	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	5	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	6	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	7	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	8	0.7692	0.7273	0.7273	0.7273	0.7934	0.8036	0.8636	0.2727	0.1364	
SIMSBM_[3]	9	0.7692	0.7273	0.7273	0.7273	0.8099	0.8152	0.8636	0.2727	0.1364	
